State,Agency type,Agency name,Agency unit,"Race/Ethnicity/Ancestry",Religion,"Sexual_orientation",Disability,Gender,"Gender_identity","1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population1
,,Woodbury,,3,0,0,0,0,0,2,0,0,1,"74,110"
,Universities and Colleges,,,1,0,0,0,0,0,,,,,
,,University of Minnesota,Twin Cities,1,0,0,0,0,0,1,0,0,0,"61,787"
,Metropolitan Counties,,,9,6,3,2,0,1,,,,,
,,Anoka,,0,1,0,0,0,0,0,0,1,0,
,,Carver,,0,1,0,0,0,0,0,1,0,0,
,,Olmsted,,1,0,0,0,0,0,0,1,0,0,
,,Ramsey2,,4,3,1,2,0,1,0,2,7,1,
,,Sherburne,,2,0,0,0,0,0,0,0,0,2,
,,Washington2,,2,1,1,0,0,0,0,0,0,3,
,,Wright,,0,0,1,0,0,0,1,0,0,0,
,Nonmetropolitan Counties,,,6,1,0,0,0,0,,,,,
,,Brown,,1,0,0,0,0,0,0,0,1,0,
,,Cook,,1,0,0,0,0,0,0,0,1,0,
,,Crow Wing,,1,0,0,0,0,0,1,0,0,0,
,,Itasca,,0,1,0,0,0,0,0,1,0,0,
,,Jackson,,1,0,0,0,0,0,0,0,0,1,
,,Mahnomen,,1,0,0,0,0,0,0,0,0,1,
,,Pine,,1,0,0,0,0,0,0,0,1,0,
,Other Agencies,,,1,0,0,0,0,0,,,,,
,,Metropolitan Transit Commission,,1,0,0,0,0,0,0,0,1,0,
Mississippi,Total,,,14,2,0,0,0,0,,,,,
,Cities,,,9,2,0,0,0,0,,,,,
,,Cleveland,,0,1,0,0,0,0,1,0,0,0,"10,944"
,,Corinth,,1,0,0,0,0,0,0,0,0,1,"14,461"
,,Flowood,,0,1,0,0,0,0, , , ,1,"9,564"
,,Gulfport,,3,0,0,0,0,0,0,1,1,1,"72,142"
,,Kosciusko,,1,0,0,0,0,0,0,0,0,1,"6,652"
,,Lucedale,,1,0,0,0,0,0,0,0,0,1,"3,179"
,,Olive Branch,,2,0,0,0,0,0,1,1,0,0,"39,566"
,,Southaven,,1,0,0,0,0,0,0,0,0,1,"56,573"
,Metropolitan Counties,,,2,0,0,0,0,0,,,,,
,,DeSoto,,1,0,0,0,0,0,0,0,1,0,
,,Stone,,1,0,0,0,0,0,0,0,0,1,
,Nonmetropolitan Counties,,,3,0,0,0,0,0,,,,,
,,Jasper,,3,0,0,0,0,0,0,0,1,2,
Missouri,Total,,,78,15,18,2,3,2,,,,,
,Cities,,,69,14,14,2,2,2,,,,,
,,Belton,,1,0,0,0,0,0,0,1,0,0,"23,698"
,,Blue Springs2,,5,3,1,0,0,0,2,1,2,3,"56,193"
,,Cameron,,1,0,0,0,0,0,0,0,1,0,"9,618"
,,Cape Girardeau,,2,1,1,0,1,0,0,4,1,0,"40,845"
,,Columbia,,1,0,0,0,0,0,0,0,0,1,"124,829"
,,Creve Coeur,,1,0,0,0,0,0,0,1,0,0,"18,716"
,,Eldon,,0,1,0,0,0,0,1,0,0,0,"4,721"
,,Harrisonville,,1,0,0,0,0,0,0,0,1,0,"10,083"
,,Herculaneum,,1,0,0,0,0,0,0,0,1,0,"4,216"
,,Independence,,4,0,0,0,0,0,1,3,0,0,"116,648"
,,Jefferson City,,1,0,1,0,0,0,0,0,0,2,"42,653"
,,Kansas City2,,34,5,7,0,1,2,4,18,18,7,"499,335"
,,Kirksville,,2,0,0,0,0,0,0,0,2,0,"17,611"
,,Kirkwood,,0,1,0,0,0,0,0,0,1,0,"27,834"
,,Lee's Summit,,2,0,0,0,0,0,0,1,0,1,"100,268"
,,Macon,,1,0,0,0,0,0,0,0,1,0,"5,326"
,,Marceline,,0,1,0,0,0,0,0,0,1,0,"2,069"
,,North Kansas City,,0,0,1,0,0,0,1,0,0,0,"4,615"
,,Odessa,,1,0,0,0,0,0,0,0,1,0,"5,238"
,,Platte City,,1,0,0,0,0,0,0,1,0,0,"4,987"
,,Potosi,,1,2,0,0,0,0,0,0,2,1,"2,568"
,,Rolla,,0,0,1,2,0,0,0,0,0,3,"20,522"
,,Sikeston,,2,0,0,0,0,0,0,0,1,1,"15,987"
,,Smithville,,0,0,1,0,0,0,0,1,0,0,"11,097"
,,St. Louis,,1,0,0,0,0,0, ,0,1, ,"298,422"
,,Strafford,,1,0,0,0,0,0,0,0,0,1,"2,473"
,,Sullivan,,1,0,0,0,0,0,0,0,0,1,"7,128"
,,Thayer,,1,0,1,0,0,0,0,0,1,1,"2,121"
,,Union,,2,0,0,0,0,0,1,0,1,0,"12,195"
,,University City,,1,0,0,0,0,0,0,0,0,1,"34,045"
,Metropolitan Counties,,,5,0,3,0,0,0,,,,,
,,Franklin,,0,0,1,0,0,0,0,0,1,0,
,,Jackson,,1,0,0,0,0,0,0,1,0,0,
,,St. Louis County Police Department,,4,0,2,0,0,0,0,1,5,0,
,Nonmetropolitan Counties,,,4,1,1,0,1,0,,,,,
,,Benton,,1,0,0,0,0,0,0,1,0,0,
,,Butler,,1,0,0,0,0,0,0,0,1,0,
,,Camden,,2,0,0,0,1,0,0,0,2,1,
,,Douglas,,0,1,0,0,0,0,0,1,0,0,
,,Phelps,,0,0,1,0,0,0,1,0,0,0,
Montana,Total,,,16,6,3,1,0,0,,,,,
,Cities,,,11,5,2,0,0,0,,,,,
,,Billings,,4,3,0,0,0,0,1,4,1,1,"110,157"
,,Great Falls,,5,0,1,0,0,0,0,2,4,0,"58,345"
,,Helena,,1,0,0,0,0,0,0,1,0,0,"33,629"
,,Kalispell,,0,2,0,0,0,0,0,0,2,0,"25,125"
,,Livingston,,0,0,1,0,0,0,0,0,0,1,"7,892"
,,Missoula,,1,0,0,0,0,0,0,0,1,0,"76,468"
,Universities and Colleges,,,1,0,0,0,0,0,,,,,
,,Montana State University,,1,0,0,0,0,0,0,0,0,1,"18,898"
,Metropolitan Counties,,,1,0,0,0,0,0,,,,,
,,Missoula,,1,0,0,0,0,0,0,1,0,0,
,Nonmetropolitan Counties,,,3,1,1,1,0,0,,,,,
,,Big Horn,,0,1,0,1,0,0,0,0,2,0,
,,Gallatin,,2,0,0,0,0,0,0,2,0,0,
,,Jefferson,,0,0,1,0,0,0,1,0,0,0,
,,Sheridan,,1,0,0,0,0,0,0,1,0,0,
Nebraska,Total,,,52,11,8,1,0,0,,,,,
,Cities,,,35,11,7,1,0,0,,,,,
,,Fremont,,1,0,1,0,0,0,1,0,1,0,"26,381"
,,Grand Island,,2,0,0,0,0,0,1,1,0,0,"51,547"
,,Kearney,,1,0,0,0,0,0,0,1,0,0,"34,201"
,,Lincoln,,17,5,3,0,0,0, ,9,8,8,"292,600"
,,McCook,,10,0,0,0,0,0,5,5,0,0,"7,543"
,,Nebraska City,,1,0,1,0,0,0,1,0,1,0,"7,292"
,,North Platte,,1,0,0,0,0,0,0,0,1,0,"23,523"
,,Omaha,,1,6,2,0,0,0,1,1,3,4,"480,297"
,,Scottsbluff,,1,0,0,0,0,0,0,1,0,0,"15,665"
,,South Sioux City,,0,0,0,1,0,0,0,1,0,0,"12,746"
,Metropolitan Counties,,,2,0,1,0,0,0,,,,,
,,Douglas,,1,0,1,0,0,0,1,1,0,0,
,,Sarpy,,1,0,0,0,0,0,0,1,0,0,
,Nonmetropolitan Counties,,,15,0,0,0,0,0,,,,,
,,Keith,,15,0,0,0,0,0,1,5,8,1,
Nevada,Total,,,82,14,14,1,2,1,,,,,
,Cities,,,72,10,14,1,2,1,,,,,
,,Henderson,,7,2,0,0,0,0,0,0,2,7,"328,056"
,,Las Vegas Metropolitan Police Department2,,27,1,9,1,0,1,9,12,6,11,"1,693,061"
,,North Las Vegas,,3,0,3,0,0,0,2,0,2,2,"256,217"
,,Reno,,30,3,1,0,2,0,6,9,15,6,"259,168"
,,Sparks,,5,4,1,0,0,0,1,3,1,5,"106,664"
,Universities and Colleges,,,2,0,0,0,0,0,,,,,
,,University Police Services,,1,0,0,0,0,0,0,0,1,0,"92,407"
,,University of Nevada,Reno,1,0,0,0,0,0,0,1,0,0,"24,246"
,Metropolitan Counties,,,4,3,0,0,0,0,,,,,
,,Washoe,,4,3,0,0,0,0,1,2,1,3,
,Nonmetropolitan Counties,,,1,1,0,0,0,0,,,,,
,,Douglas,,1,0,0,0,0,0,0,0,1,0,
,,Mineral,,0,1,0,0,0,0,0,0,0,1,
,State Police Agencies,,,1,0,0,0,0,0,,,,,
,,Highway Patrol,Southern Division,1,0,0,0,0,0,0,0,1,0,
,Other Agencies,,,2,0,0,0,0,0,,,,,
,,Clark County School District,,2,0,0,0,0,0,2,0,0,0,
New Hampshire,Total,,,9,4,4,1,0,1,,,,,
,Cities,,,7,4,4,1,0,1,,,,,
,,Charlestown,,0,0,1,0,0,0,0,0,1,0,"5,010"
,,Concord,,0,2,0,0,0,0,0,0,0,2,"43,737"
,,Dunbarton,,0,1,0,0,0,0,0,0,1,0,"2,894"
,,Hanover,,0,1,0,0,0,0,0,0,0,1,"11,498"
,,Hudson,,1,0,0,0,0,0,0,0,0,1,"25,748"
,,Laconia,,1,0,0,0,0,0,0,0,1,0,"16,669"
,,Londonderry,,0,0,1,0,0,0,0,0,1,0,"26,812"
,,Manchester,,0,0,1,0,0,0,0,0,1,0,"113,018"
,,Nashua,,0,0,1,0,0,0,0,0,1,0,"89,671"
,,New Hampton,,1,0,0,0,0,0,0,0,1,0,"2,231"
,,New Ipswich,,1,0,0,0,0,0,0,1,0,0,"5,425"
,,Salem,,2,0,0,0,0,1,0,1,0,2,"29,943"
,,Seabrook,,1,0,0,0,0,0,0,0,1,0,"8,871"
,,Somersworth,,0,0,0,1,0,0,0,0,0,1,"12,005"
,Universities and Colleges,,,2,0,0,0,0,0,,,,,
,,Plymouth State University,,1,0,0,0,0,0,0,0,1,0,"5,868"
,,University of New Hampshire,,1,0,0,0,0,0,1,0,0,0,"16,673"
New Jersey,Total,,,267,136,62,4,8,8,,,,,
,Cities,,,250,124,55,4,8,8,,,,,
,,Aberdeen Township,,1,1,0,0,0,0,1,0,1,0,"19,471"
,,Absecon,,1,0,0,0,0,0,0,0,1,0,"8,856"
,,Asbury Park,,1,0,0,0,0,0,0,1, ,0,"15,331"
,,Atlantic City2,,1,0,0,0,1,0,0,1,0,0,"37,550"
,,Audubon,,1,0,0,0,0,0, , , ,1,"8,608"
,,Bayonne2,,3,1,1,0,0,0,1,1,1,1,"65,013"
,,Belmar,,1,1,0,0,0,0,1,1,0,0,"5,518"
,,Bergenfield2,,1,1,0,0,0,0,0, , ,1,"27,347"
,,Berkeley Township2,,3,1,2,0,0,0, , ,3, ,"42,168"
,,Berlin2,,1,1,1,1,0,0,1,0,0,0,"7,517"
,,Bloomingdale,,1,0,0,0,0,0,0,1,0, ,"8,098"
,,Branchburg Township2,,1,1,0,0,0,0,1,0,0,0,"14,526"
,,Brick Township2,,2,4,2,0,0,0,1,1,0,3,"76,326"
,,Bridgewater Township2,,3,1,1,0,0,0,2,0,2,0,"44,006"
,,Brigantine,,0,1,0,0,0,0,1,0,0,0,"8,566"
,,Byram Township2,,1,1,0,0,0,0,0,0,1,0,"7,880"
,,Camden County Police Department,,1,0,0,0,0,0,0,1,0,0,"73,127"
,,Cape May,,0,0,1,0,0,0,0,0,1,0,"3,401"
,,Carlstadt2,,1,1,0,0,0,0,0,1,0,0,"6,126"
,,Cedar Grove Township,,0,1,0,0,0,0,0,1,0,0,"12,483"
,,Cherry Hill Township2,,2,3,0,1,0,0,0,0,3,0,"71,220"
,,Cinnaminson Township,,2,0,0,0,0,0,0,0,2,0,"16,429"
,,Clark Township,,2,1,0,0,0,0,0,1,2, ,"16,026"
,,Clifton,,2,0,0,0,0,0,0,0,1,1,"85,058"
,,Clinton Township,,0,1,0,0,0,0,0,1, ,0,"12,465"
,,Collingswood2,,1,1,0,0,0,0,0,1,0,0,"13,864"
,,Cranford Township2,,2,1,0,0,0,0,1,0,1,0,"24,186"
,,Delran Township,,1,0,0,0,0,0,0,0,1,0,"16,444"
,,Deptford Township2,,1,1,0,0,0,0,0,0,0,1,"30,275"
,,Dunellen,,0,1,0,0,0,0,1,0,0,0,"7,192"
,,East Brunswick Township,,1,1,0,0,0,0,1,0,0,1,"47,573"
,,East Hanover Township,,1,1,0,0,0,0,0,0,1,1,"10,881"
,,Eatontown2,,2,2,0,0,0,0,1,0,2,0,"12,124"
,,Edison Township,,3,1,0,0,0,0,0,3,0,1,"99,584"
,,Egg Harbor City,,1,0,0,0,0,0,0,0,1,0,"4,031"
,,Egg Harbor Township,,1,0,2,0,0,0,1,1,1,0,"42,110"
,,Elizabeth,,0,0,1,0,0,0,0,0,1, ,"129,518"
,,Englewood2,,4,1,1,0,0,0,2,0,2,1,"28,514"
,,Evesham Township,,2,1,0,0,0,0,0,2,0,1,"45,148"
,,Ewing Township,,1,0,0,0,0,0,0,0,1,0,"36,325"
,,Fair Lawn,,1,0,0,0,0,0,0,1,0,0,"32,910"
,,Florence Township,,1,0,0,0,0,0,0,1,0,0,"12,527"
,,Fort Lee,,1,1,0,0,0,0,0,1,1,0,"38,921"
,,Franklin,,1,0,0,0,0,0,1,0, ,0,"4,684"
,,"Franklin Township, Gloucester County2",,2,1,0,0,0,0,1,1,0,0,"16,226"
,,"Franklin Township, Somerset County",,3,0,0,0,0,0,0,3,0,0,"66,138"
,,Freehold Borough,,0,1,0,0,0,0,1,0,0,0,"11,643"
,,Garfield2,,1,1,0,0,0,0,0,0,0,1,"31,908"
,,Garwood2,,1,1,0,0,0,0,0,0,0,1,"4,360"
,,Glen Rock,,1,0,0,0,0,0,0,0,0,1,"11,705"
,,Gloucester City,,0,0,1,0,0,0,0,0,1,0,"11,182"
,,Gloucester Township,,1,0,0,0,0,0,0,1,0,0,"63,755"
,,Hackensack,,1,0,0,0,0,0,0,1,0,0,"44,264"
,,Hackettstown2,,1,1,0,0,0,0,1,0,0,0,"9,316"
,,Hamburg2,,1,1,0,0,0,0,0,1,0,0,"3,110"
,,"Hamilton Township, Mercer County2",,14,2,1,0,1,0,0,6,7,1,"86,805"
,,Hanover Township,,1,0,0,0,0,0,0,1,0,0,"14,290"
,,Harrison,,0,1,1,0,0,0,0,1,1,0,"20,937"
,,Hawthorne,,0,1,0,0,0,0,0, ,1,0,"18,728"
,,High Bridge,,2,0,0,0,0,0,0, ,2, ,"3,385"
,,Highland Park,,1,0,0,0,0,0,0,0,0,1,"13,666"
,,Hightstown,,2,1,0,0,0,0,1,0,2,0,"5,273"
,,Hillsborough Township,,0,1,0,0,0,0,0,1,0,0,"40,210"
,,Hillside Township2,,1,1,1,0,0,0,1,1,0,0,"21,995"
,,Hoboken2,,2,1,0,0,0,0,1,1,0,0,"52,902"
,,Holmdel Township,,1,1,0,0,0,0,0,2,0,0,"16,726"
,,Hopewell Township2,,3,0,1,1,0,0,1,1,2,0,"17,641"
,,Howell Township2,,1,1,0,0,0,0,0,0,1,0,"52,048"
,,Jackson Township,,1,2,0,0,0,0,2,0,1,0,"58,120"
,,Jefferson Township,,1,0,0,0,0,0,0,1,0,0,"20,626"
,,Jersey City,,1,1,0,0,0,0,1,0,1,0,"263,273"
,,Keansburg,,2,0,1,0,0,0,1,1,1,0,"9,582"
,,Kearny,,1,0,0,0,0,1,0,0,2,0,"41,037"
,,Lacey Township,,1,0,0,0,0,0,0,1, ,0,"29,524"
,,Lakewood Township2,,3,12,1,0,0,0,6,0,4,4,"108,023"
,,Lambertville,,1,0,1,0,0,0,0,2,0,0,"3,788"
,,Linden,,4,0,0,0,0,0,1,1,0,2,"42,515"
,,Lodi,,0,1,0,0,0,0,0,1,0,0,"24,343"
,,Logan Township,,1,0,0,0,0,0,0,0,0,1,"5,847"
,,Long Branch,,0,2,0,0,0,0,0,2,0,0,"30,175"
,,Lopatcong Township,,1,0,0,0,0,0,1,0,0,0,"8,419"
,,Lower Township,,3,0,0,0,0,0,1,1,1,0,"21,177"
,,Lumberton Township,,2,1,1,0,0,0,2,1,1,0,"12,153"
,,Madison2,,1,1,1,0,0,0,0,0,1,0,"17,850"
,,Manasquan2,,1,1,1,0,0,0,0,0, ,1,"5,796"
,,Manchester Township,,3,0,0,0,0,0,2,1,0, ,"43,856"
,,"Mansfield Township, Burlington County",,1,0,0,0,0,0,0,1,0,0,"8,527"
,,"Mansfield Township, Warren County",,1,0,0,0,0,0,0,1,0,0,"7,325"
,,Maple Shade Township,,3,1,1,0,0,0,2,2,1,0,"18,402"
,,Marlboro Township2,,4,0,2,0,0,0,0,1,1,3,"39,593"
,,Medford Township,,3,0,3,0,0,0,1,4,0,1,"23,433"
,,Middletown Township2,,4,5,0,0,0,0,0,2,2,3,"65,170"
,,Millburn Township,,0,1,0,0,0,0,0,1,0,0,"20,053"
,,Millville,,1,0,0,0,0,0,0,0,0,1,"27,272"
,,Monmouth Beach,,1,0,0,0,0,0,0,1, , ,"3,235"
,,"Monroe Township, Gloucester County",,1,0,1,0,0,0,0,2,0,0,"36,893"
,,"Monroe Township, Middlesex County2",,3,2,1,0,1,0,1,0,2,0,"45,653"
,,Montclair2,,5,3,1,0,0,0,4,3,0,0,"38,621"
,,Montgomery Township,,2,1,0,0,0,0,2,0,1,0,"23,268"
,,Montvale,,1,0,0,0,0,0,0,0,0,1,"8,643"
,,Montville Township,,1,0,0,0,0,0,0,0,1,0,"20,982"
,,Mount Laurel Township,,4,0,0,0,0,0,0,0,2,2,"41,179"
,,Neptune Township,,0,0,1,0,0,0,0,1,0,0,"27,320"
,,New Brunswick2,,1,2,3,0,1,1,0,4,1,2,"55,701"
,,New Providence,,0,1,0,0,0,0,1,0,0,0,"13,741"
,,North Bergen Township2,,1,1,0,0,0,0,0,0,1,0,"60,567"
,,Northfield,,1,0,0,0,0,0,0,1, ,0,"7,979"
,,North Plainfield,,2,0,0,0,0,0,0,1,0,1,"21,279"
,,Northvale,,1,0,0,0,0,0,0, ,1,0,"4,955"
,,Nutley Township2,,3,3,0,0,0,0,0,1,2,0,"28,408"
,,Oakland,,0,2,0,0,0,0,1,1,0,0,"12,929"
,,Ocean City,,1,0,0,0,0,0,0,1,0,0,"10,893"
,,"Ocean Township, Monmouth County2",,1,2,0,0,0,0,0,1,1,0,"26,462"
,,Old Bridge Township2,,2,1,0,0,0,0,0,0,2,0,"65,537"
,,Paramus2,,4,1,2,0,1,0,1,1,0,5,"26,222"
,,Passaic2,,1,1,1,0,0,1,1,1,1,0,"69,610"
,,Paterson,,0,1,0,0,0,0,1,0,0,0,"144,947"
,,Pemberton Township,,1,0,0,0,0,0,0,0,1,0,"26,875"
,,Pennington,,1,0,0,0,0,0,0,0,1,0,"2,575"
,,Pennsauken Township,,2,0,0,0,0,0,0,1,1,0,"35,698"
,,Pennsville Township,,1,0,0,0,0,0,0,0,0,1,"12,315"
,,Pequannock Township2,,0,1,1,0,0,1,0,1, ,1,"14,887"
,,Pine Beach,,1,0,0,0,0,0,0,1,0,0,"2,192"
,,Piscataway Township2,,1,1,0,0,0,0,0,0,1,0,"56,870"
,,Pitman,,1,0,0,0,0,0,0,1, ,0,"8,701"
,,Plainsboro Township,,1,0,0,0,0,0,0,1,0,0,"22,847"
,,Pohatcong Township,,0,0,1,0,0,0,1, , ,0,"3,158"
,,Point Pleasant2,,3,1,0,0,0,0,0,1,1,1,"18,842"
,,Princeton,,2,0,0,0,0,0,0,2,0,0,"31,458"
,,Rahway,,2,0,0,0,0,0,1,0,0,1,"30,157"
,,Ramsey2,,0,1,1,0,1,0,0, ,1,1,"14,904"
,,Randolph Township,,1,0,0,0,0,0,0,0,0,1,"25,311"
,,Raritan,,1,0,0,0,0,0,1,0,0,0,"7,888"
,,Raritan Township,,1,0,0,0,0,1,1,1,0,0,"22,402"
,,Red Bank2,,2,1,0,0,0,0,0,1,0,1,"11,929"
,,Ridgewood,,0,1,0,0,0,0,0,0,0,1,"25,036"
,,River Edge,,0,0,0,1,0,0,0,0,1,0,"11,431"
,,Riverside Township,,0,1,0,0,0,0,1, ,0,0,"7,788"
,,Rockaway Township2,,2,0,2,0,0,0,2,0,0,0,"26,046"
,,Roselle2,,1,1,0,0,0,0,0,0,0,1,"21,867"
,,Saddle River,,1,0,0,0,0,0, ,1, , ,"3,170"
,,Scotch Plains Township,,1,0,0,0,0,0,0,0,1,0,"24,313"
,,Somerville,,1,0,0,0,0,0,0,0,0,1,"12,084"
,,South Amboy2,,0,0,1,0,0,1,1,0,0,0,"9,235"
,,South Brunswick Township,,1,0,0,0,0,0,0,0,0,1,"45,877"
,,South Plainfield,,2,0,0,0,0,0,0,0,1,1,"24,100"
,,Spotswood,,1,0,0,0,0,0,0,0,1,0,"8,216"
,,Teaneck Township2,,4,2,0,0,1,0,0,2,2,0,"40,290"
,,Toms River Township,,1,0,0,0,0,0,0,0,1, ,"94,561"
,,Totowa,,0,0,1,0,0,0, ,1,0, ,"10,777"
,,Trenton,,1,0,0,0,0,0,0,1, , ,"82,909"
,,Union City2,,0,0,1,0,0,1,1,0,0,0,"68,055"
,,Union Township,,0,2,0,0,0,0,0,0,0,2,"58,613"
,,Waldwick,,0,1,0,0,0,0,0,1,0,0,"10,156"
,,Wallington,,1,0,0,0,0,0,1,0,0,0,"11,499"
,,Warren Township2,,4,2,0,0,0,0,3,0,1,0,"15,689"
,,"Washington Township, Bergen County",,0,1,0,0,0,0,1, , , ,"9,171"
,,"Washington Township, Gloucester County2",,2,1,1,0,0,0,1,1,1,0,"47,551"
,,"Washington Township, Warren County",,1,0,0,0,0,0,0,1,0,0,"6,323"
,,Wayne Township2,,12,5,4,0,0,1,1,6,4,4,"53,162"
,,Weehawken Township2,,1,1,0,0,0,0, ,1,0,0,"14,874"
,,Westampton Township,,1,0,0,0,0,0,1,0,0,0,"8,632"
,,West Amwell Township2,,2,0,2,0,1,0, ,1,1, ,"2,728"
,,Westfield,,1,1,0,0,0,0,2,0,0,0,"29,389"
,,West Milford Township2,,2,1,0,0,0,0,1,1,0,0,"26,310"
,,West New York,,1,0,0,0,0,0,0,1,0,0,"52,977"
,,Woodbridge Township,,2,0,0,0,0,0,0,0,2,0,"100,119"
,,Woodbury,,4,0,1,0,0,0,0,2,1,2,"9,744"
,,Woodcliff Lake2,,1,1,0,0,0,0, , , ,1,"5,845"
,,Wyckoff Township,,1,0,0,0,0,0,0,1,0,0,"16,950"
,Universities and Colleges,,,7,3,5,0,0,0,,,,,
,,Monmouth University,,1,0,0,0,0,0, ,1,0,0,"6,704"
,,New Jersey Institute of Technology,,1,0,0,0,0,0,0,0,1, ,"13,236"
,,Princeton University,,1,2,0,0,0,0,1,1,0,1,"8,720"
,,Rutgers University:,Camden2,1,0,1,0,0,0,0,1,0,0,"8,154"
,,,Newark,1,0,0,0,0,0,1,0,0,0,"15,897"
,,,New Brunswick,1,1,4,0,0,0,5,1, ,0,"57,162"
,,The College of New Jersey,,1,0,0,0,0,0,0,0,0,1,"8,825"
,Metropolitan Counties,,,2,2,0,0,0,0,,,,,
,,Bergen2,,1,1,0,0,0,0,0,0,0,1,
,,Hudson2,,1,1,0,0,0,0,0,0,0,1,
,State Police Agencies,,,5,4,0,0,0,0,,,,,
,,State Police2,,5,4,0,0,0,0,2,1,2,2,
,Other Agencies,,,3,3,2,0,0,0,,,,,
,,New Jersey Transit Police2,,3,2,2,0,0,0,3,0,0,3,
,,Prosecutor,Hudson County,0,1,0,0,0,0,0,0,1,0,
New Mexico,Total,,,35,6,9,1,3,2,,,,,
,Cities,,,28,5,9,1,3,2,,,,,
,,Albuquerque2,,26,3,9,1,2,2,11,9,14,8,"562,065"
,,Carlsbad,,1,0,0,0,0,0,0,0,0,1,"30,233"
,,Farmington,,1,0,0,0,1,0,1,0,1,0,"44,191"
,,Gallup,,0,1,0,0,0,0, , ,1,0,"21,460"
,,Sunland Park,,0,1,0,0,0,0,0,0,1,0,"18,437"
,Metropolitan Counties,,,6,1,0,0,0,0,,,,,
,,Bernalillo,,5,1,0,0,0,0,1,1,2,2,
,,San Juan,,1,0,0,0,0,0,0,0,1,0,
,State Police Agencies,,,1,0,0,0,0,0,,,,,
,,New Mexico State Police,,1,0,0,0,0,0, , ,1, ,
New York,Total,,,200,202,40,0,7,14,,,,,
,Cities,,,127,155,30,0,7,12,,,,,
,,Albany,,0,0,1,0,0,0,1,0,0, ,"96,318"
,,Amherst Town,,4,0,0,0,0,0,3,1, ,0,"121,304"
,,Binghamton,,0,0,1,0,0,0,0,1,0,0,"44,083"
,,Brighton Town,,1,1,0,0,0,0,1,0,0,1,"35,853"
,,Buffalo,,5,0,1,0,0,1,0,1,1,5,"254,627"
,,Carmel Town,,1,0,0,0,0,0,0,0,0,1,"34,093"
,,Cheektowaga Town,,1,0,0,0,0,0,0,1,0,0,"76,536"
,,Clarkstown Town,,0,1,0,0,0,0,0,0,0,1,"80,462"
,,Cobleskill Village,,0,1,0,0,0,0,0,0,1,0,"4,323"
,,Colchester Town,,1,0,0,0,0,0,1,0, ,0,"1,947"
,,Goshen Village,,0,1,0,0,0,0,1,0,0,0,"5,361"
,,Greenburgh Town,,0,1,0,0,0,0,1,0,0,0,"44,727"
,,Hudson,,2,0,0,0,0,0,0,2,0,0,"6,004"
,,Hyde Park Town,,1,0,0,0,0,0,0,0,1, ,"20,766"
,,Ilion Village,,1,0,0,0,0,0,0,1,0,0,"7,613"
,,Jamestown,,1,0,0,0,0,0,0,0,1,0,"28,842"
,,Middletown,,1,0,0,0,0,0,0,0, ,1,"28,194"
,,Monroe Village,,0,1,0,0,0,0,0,0,0,1,"8,609"
,,Mount Vernon,,4,1,1,0,0,0,0,2,3,1,"67,339"
,,New Castle Town,,4,0,0,0,0,0,1,0,3,0,"17,824"
,,New Rochelle,,1,1,0,0,0,0,2,0, , ,"78,707"
,,New York,,84,144,24,0,7,11,86,50,66,68,"8,300,377"
,,Oneida,,1,0,0,0,0,0,1,0, , ,"10,849"
,,Orangetown Town,,0,0,1,0,0,0,0,0,1,0,"37,320"
,,Plattsburgh City,,1,0,0,0,0,0,0,0,0,1,"19,460"
,,Port Washington,,0,1,0,0,0,0,0,0,0,1,"19,391"
,,Poughkeepsie,,1,0,0,0,0,0,0,1,0, ,"30,480"
,,Poughkeepsie Town,,2,1,0,0,0,0,1,0,1,1,"38,934"
,,Riverhead Town,,1,0,0,0,0,0,0,1,0,0,"33,461"
,,Rochester,,1,0,0,0,0,0,0,0,0,1,"205,199"
,,Rome,,1,0,0,0,0,0,0,0,1,0,"31,978"
,,Southampton Town,,1,0,0,0,0,0,0,1, ,0,"51,162"
,,Vestal Town,,1,0,0,0,0,0,0,0,1,0,"28,639"
,,White Plains,,4,0,1,0,0,0,0,1,1,3,"58,240"
,,Yorktown Town,,1,1,0,0,0,0,1,0,1,0,"36,284"
,Universities and Colleges,,,3,3,2,0,0,0,,,,,
,,Cornell University,,2,0,0,0,0,0,1,0,1,0,"24,189"
,,State University of New York Police:,Maritime,0,2,0,0,0,0,2,0,0,0,"1,947"
,,,Oneonta,0,0,1,0,0,0,1,0, , ,"7,131"
,,,Plattsburgh,1,1,1,0,0,0,3,0, ,0,"6,475"
,Metropolitan Counties,,,23,20,5,0,0,0,,,,,
,,Broome,,0,1,0,0,0,0,1,0,0,0,
,,Monroe,,8,0,0,0,0,0,1,2,5,0,
,,Nassau,,7,17,2,0,0,0,4,6,10,6,
,,Ontario,,1,0,0,0,0,0,0,0,0,1,
,,Saratoga,,2,0,2,0,0,0,0,2,1,1,
,,Suffolk County Police Department,,4,1,1,0,0,0,2,3, ,1,
,,Westchester Public Safety,,1,1,0,0,0,0,1,1, ,0,
,Nonmetropolitan Counties,,,2,0,0,0,0,0,,,,,
,,Columbia,,2,0,0,0,0,0,0,0,0,2,
,State Police Agencies,,,38,17,3,0,0,2,,,,,
,,State Police:,Albany County,1,0,0,0,0,0,1,0,0,0,
,,,Broome County,1,0,3,0,0,0,0,2,1,1,
